repository_name,repository_url,file_path,line_number,code_snippet,explanation
AlessiaRuggeri30/epileptic-seizure-prediction,https://github.com/AlessiaRuggeri30/epileptic-seizure-prediction,graph-based_dl/lstm/graph_lstm_prediction.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
GuangmingZhu/ConvLSTMForGR,https://github.com/GuangmingZhu/ConvLSTMForGR,testing_res3d_clstm_mobilenet.py,2,os.environ['CUDA_VISIBLE_DEVICES'] = '1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
sakishinoda/tf-ssl,https://github.com/sakishinoda/tf-ssl,vat_ladder/hyperopt.py,34,"os.environ[""CUDA_VISIBLE_DEVICES""] = str(p.which_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
easybuilders/easybuild-easyblocks,https://github.com/easybuilders/easybuild-easyblocks,easybuild/easyblocks/t/tensorflow.py,1051,elif os.environ.get('CUDA_VISIBLE_DEVICES') == '-1':,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
decouples/Unet,https://github.com/decouples/Unet,unet.py,2,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
germain-hug/Deep-RL-Keras,https://github.com/germain-hug/Deep-RL-Keras,main.py,60,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SMorettini/CNNs-on-CHB-MIT,https://github.com/SMorettini/CNNs-on-CHB-MIT,CNN.py,6,"#os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chenpf1025/noisy_label_understanding_utilizing,https://github.com/chenpf1025/noisy_label_understanding_utilizing,INCV.py,17,os.environ['CUDA_VISIBLE_DEVICES']=str(args.gpu_id),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ANRAR4/AutoBTD6,https://github.com/ANRAR4/AutoBTD6,ocr.py,3,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
siqi13579/ctr_Keras,https://github.com/siqi13579/ctr_Keras,lr.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Salyoneyu/LSTM_trajectory-prediction,https://github.com/Salyoneyu/LSTM_trajectory-prediction,lstm.py,14,# os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CLaraRR/autoencoder_practice,https://github.com/CLaraRR/autoencoder_practice,dae.py,12,"os.environ['CUDA_VISIBLE_DEVICES'] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
hallochen/Adversarial-Attack,https://github.com/hallochen/Adversarial-Attack,esim.py,2,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0, 1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MachineLP/train_arch,https://github.com/MachineLP/train_arch,train_cnn_multilabel/main.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Artaches/SSAN-self-attention-sentiment-analysis-classification,https://github.com/Artaches/SSAN-self-attention-sentiment-analysis-classification,san.py,791,"os.environ[""CUDA_VISIBLE_DEVICES""] = gpus",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
chentingpc/NNCF,https://github.com/chentingpc/NNCF,main.py,35,os.environ['CUDA_VISIBLE_DEVICES'] = args_config.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tambetm/gymexperiments,https://github.com/tambetm/gymexperiments,a2c.py,235,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
weifanyi515/HS2P,https://github.com/weifanyi515/HS2P,main.py,18,# os.environ['CUDA_VISIBLE_DEVICES'] = '1',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nishiwen1214/GLUE-bert4keras,https://github.com/nishiwen1214/GLUE-bert4keras,RTE.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yuzhimanhua/MetaCat,https://github.com/yuzhimanhua/MetaCat,main.py,17,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
multidqn/deep-q-trading,https://github.com/multidqn/deep-q-trading,main.py,6,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""0"";",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
alvinbhou/Plants-Identification,https://github.com/alvinbhou/Plants-Identification,bot.py,4,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
MachineLP/train_cnn_GANs,https://github.com/MachineLP/train_cnn_GANs,main.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
balwantraikekutte/focusnet-alpha,https://github.com/balwantraikekutte/focusnet-alpha,unet.py,1,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CCSI-Toolset/FOQUS,https://github.com/CCSI-Toolset/FOQUS,examples/other_files/ML_AI_Plugin/Supported_Keras_Models/mea_column_model_training_customnormform.py,23,"os.environ[""CUDA_VISIBLE_DEVICES""] = (",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
laviavigdor/twitter-sentiment-analysis,https://github.com/laviavigdor/twitter-sentiment-analysis,predict.py,12,"os.environ['CUDA_VISIBLE_DEVICES'] = '0'  # str(random.randint(0, 15))",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
peteryuX/esrgan-tf2,https://github.com/peteryuX/esrgan-tf2,train_psnr.py,20,os.environ['CUDA_VISIBLE_DEVICES'] = FLAGS.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
FMsunyh/keras-yolo,https://github.com/FMsunyh/keras-yolo,core/tools/train_yolo.py,35,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Larry955/HAN,https://github.com/Larry955/HAN,han_multi_clf.py,64,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2,3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kocurvik/deep_vp,https://github.com/kocurvik/deep_vp,train_reg.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""] = args.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
kupuSs/DIEN-pipline,https://github.com/kupuSs/DIEN-pipline,run/run.py,142,"os.environ[""CUDA_VISIBLE_DEVICES""] = FLAGS.gpu_devices",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
demonzyj56/E3Outlier,https://github.com/demonzyj56/E3Outlier,outlier_experiments.py,441,"# os.environ[""CUDA_VISIBLE_DEVICES""] = gpu_to_use",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
eastonYi/Unsupervised-ASR,https://github.com/eastonYi/Unsupervised-ASR,main_CIF.py,239,"os.environ[""CUDA_VISIBLE_DEVICES""] = param.gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tencent-quantum-lab/tensorcircuit,https://github.com/tencent-quantum-lab/tensorcircuit,benchmarks/scripts/qml_pennylane.py,31,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
GitBoSun/AdvDefense_CSC,https://github.com/GitBoSun/AdvDefense_CSC,dae/imagenet_64_dae.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
pass-lin/bert4keras3,https://github.com/pass-lin/bert4keras3,examples/albert_extract_features.py,13,"#os.environ[""CUDA_VISIBLE_DEVICES""]=""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlessiaRuggeri30/epileptic-seizure-prediction,https://github.com/AlessiaRuggeri30/epileptic-seizure-prediction,classic_dl/convolutional/conv_prediction_final.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
haiphanNJIT/PrivateDeepLearning,https://github.com/haiphanNJIT/PrivateDeepLearning,AdLM/Cifar10/dpLRP/dpLRP_Cifar10.py,18,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
panchengl/yolov3_prune,https://github.com/panchengl/yolov3_prune,kmeans_yolo_layer/all_prune_layer.py,275,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yaodi833/serm,https://github.com/yaodi833/serm,model/serm_models.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""]  = config.GPU",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
WeiyuCheng/FIA-KDD-19,https://github.com/WeiyuCheng/FIA-KDD-19,src/influence/genericNeuralNet.py,108,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bubbliiiing/RFB-keras,https://github.com/bubbliiiing/RFB-keras,train.py,206,"os.environ[""CUDA_VISIBLE_DEVICES""]  = ','.join(str(x) for x in train_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bubbliiiing/yolov5-keras,https://github.com/bubbliiiing/yolov5-keras,train.py,223,"os.environ[""CUDA_VISIBLE_DEVICES""]  = ','.join(str(x) for x in train_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhongerqiandan/pretrained-unilm-Chinese,https://github.com/zhongerqiandan/pretrained-unilm-Chinese,task/task_seq2seq_autotitle_csl.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
tensorcircuit/tensorcircuit-ng,https://github.com/tensorcircuit/tensorcircuit-ng,benchmarks/scripts/qml_pennylane.py,31,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
CLUEbenchmark/FewCLUE,https://github.com/CLUEbenchmark/FewCLUE,baselines/models_keras/ptuning_origin/ptuning_sentiment.py,5,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SebiSebi/AI2-Reasoning-Challenge-ARC,https://github.com/SebiSebi/AI2-Reasoning-Challenge-ARC,qa/keras_custom_layers.py,302,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
xlxgit/AlogP-DL,https://github.com/xlxgit/AlogP-DL,LSTM/keras_regre_loss_drugbank_all_maccskey_layer1_lstm.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0,1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
wineslab/deepbeam,https://github.com/wineslab/deepbeam,keras_code/DeepBeamAoaMixed.py,38,"os.environ[""CUDA_VISIBLE_DEVICES""] = self.args.id_gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TachibanaYoshino/Remote-sensing-image-semantic-segmentation-tf2,https://github.com/TachibanaYoshino/Remote-sensing-image-semantic-segmentation-tf2,train_custom.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mdciri/3D-augmentation-techniques,https://github.com/mdciri/3D-augmentation-techniques,unet3D.py,9,"os.environ[""CUDA_VISIBLE_DEVICES""]=""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zhoujunhao/RSA-Regression,https://github.com/zhoujunhao/RSA-Regression,model/RSA-Regression.py,4,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nageshsinghc4/Recreating-Fingerprints-using-Convolutional-Autoencoders,https://github.com/nageshsinghc4/Recreating-Fingerprints-using-Convolutional-Autoencoders,fingerprintRecog.py,4,"os.environ[""CUDA_VISIBLE_DEVICES""]=""1"" #model will be trained on GPU 1",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
809052835/ODIR,https://github.com/809052835/ODIR,train/train_main_bv.py,12,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LinHai-debug/CLIMEA-BCUD-code,https://github.com/LinHai-debug/CLIMEA-BCUD-code,train_UNet.py,63,os.environ['CUDA_VISIBLE_DEVICES'] = sys.argv[-1],Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cedar33/bert_offline,https://github.com/cedar33/bert_offline,text_classify.py,45,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
yuanshuai666/CANET,https://github.com/yuanshuai666/CANET,CICDDoS2019/multi-class.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
eyounx/RetroCodes,https://github.com/eyounx/RetroCodes,A3gent/detect/util/convert_tiny_darknet.py,13,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
GlassyWing/bi-lstm-crf,https://github.com/GlassyWing/bi-lstm-crf,train_example.py,27,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
djib2011/high-res-mapping,https://github.com/djib2011/high-res-mapping,keras_contrib/datasets/coco.py,291,"# os.environ[""CUDA_VISIBLE_DEVICES""] = '1'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zetrun-liu/FCNs-for-road-extraction-keras,https://github.com/zetrun-liu/FCNs-for-road-extraction-keras,sub_predict.py,23,"#os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BestiVictory/HistoryNet,https://github.com/BestiVictory/HistoryNet,SOURCE_Parsing/colorization.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""] = config.GPU_ID",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
mit-caml/multitask-patients,https://github.com/mit-caml/multitask-patients,generate_clusters.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""]=""2""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
YiWeiWayne/Cross-dataset-mood-prediction,https://github.com/YiWeiWayne/Cross-dataset-mood-prediction,feature_extraction/predict_on_audio.py,14,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
duolinwang/DM3Loc,https://github.com/duolinwang/DM3Loc,Multihead_train.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bubbliiiing/yolox-keras,https://github.com/bubbliiiing/yolox-keras,train.py,215,"os.environ[""CUDA_VISIBLE_DEVICES""]  = ','.join(str(x) for x in train_gpu)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ylshaooo/keras-zero-shot-detection,https://github.com/ylshaooo/keras-zero-shot-detection,train.py,174,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
piekey1994/IOM,https://github.com/piekey1994/IOM,en_learningbase/ensrc/rnn/model_old.py,36,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
prdwb/UserIntentPrediction,https://github.com/prdwb/UserIntentPrediction,neural_models/blstm_context.py,9,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""3""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
manishsoni1908/Mobilenet-ssd-keras,https://github.com/manishsoni1908/Mobilenet-ssd-keras,models/ssd_mobilenet_backup.py,18,"# os.environ['CUDA_VISIBLE_DEVICES'] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AstarLight/Satellite-Segmentation,https://github.com/AstarLight/Satellite-Segmentation,unet/unet_train.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""4""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
TachibanaYoshino/Remote-sensing-image-semantic-segmentation,https://github.com/TachibanaYoshino/Remote-sensing-image-semantic-segmentation,train6_3.py,15,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
AlexanderLutsenko/nobuco,https://github.com/AlexanderLutsenko/nobuco,examples/split.py,2,"os.environ[""CUDA_VISIBLE_DEVICES""] = """"",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
ZFTurbo/Kaggle-Planet-Understanding-the-Amazon-from-Space,https://github.com/ZFTurbo/Kaggle-Planet-Understanding-the-Amazon-from-Space,a31_create_cnn_features_weather.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""{}"".format(GPU_TO_USE)",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Testing4AI/RobOT,https://github.com/Testing4AI/RobOT,MNIST/evaluate.py,8,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
Poirazi-Lab/dendritic_anns,https://github.com/Poirazi-Lab/dendritic_anns,codes_/weight_analysis.py,21,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
scrssys/semantic_segment_RSImage,https://github.com/scrssys/semantic_segment_RSImage,train/train_binary_jaccard.py,34,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""4""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
LinkedInLearning/deep-learning-image-recognition-3808126,https://github.com/LinkedInLearning/deep-learning-image-recognition-3808126,src/03_07_solution.py,18,os.environ['CUDA_VISIBLE_DEVICES'] = '',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
cornell-zhang/llm-datatypes,https://github.com/cornell-zhang/llm-datatypes,neural_compressor/model/model.py,118,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
JiangBioLab/DLpTCR,https://github.com/JiangBioLab/DLpTCR,code/fold/RESNET_A_fold_pca.py,39,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""  # 这一行注释掉就是使用cpu，不注释就是使用gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
gaozhen16/Source-Code-X.Ma,https://github.com/gaozhen16/Source-Code-X.Ma,TVT/matrix.py,11,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BoXiao123/deep-learning-practice,https://github.com/BoXiao123/deep-learning-practice,keras_yolo/models.py,19,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
BNN-UPC/RouteNet-Erlang,https://github.com/BNN-UPC/RouteNet-Erlang,TrafficModels/Jitter/autocorrelated/main.py,11,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""-1""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
daiszh/A-TVSNet,https://github.com/daiszh/A-TVSNet,atvsnet/example.py,23,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
percent4/bert_doc_binary_classification,https://github.com/percent4/bert_doc_binary_classification,model_train.py,8,"# os.environ[""CUDA_VISIBLE_DEVICES""] = ""4,5,6,7,8""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
nthu-datalab/On.the.Trade-off.between.Adversarial.and.Backdoor.Robustness,https://github.com/nthu-datalab/On.the.Trade-off.between.Adversarial.and.Backdoor.Robustness,cifar10/cifar10_exp_local_trigger_adversarial.py,8,os.environ['CUDA_VISIBLE_DEVICES'] = str(gpu),Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
zichuan-liu/SIGSPATIAL-2021-GISCUP-4th-Solution,https://github.com/zichuan-liu/SIGSPATIAL-2021-GISCUP-4th-Solution,DIDI_keras_code_1222/simp_nn2.py,22,"os.environ[""CUDA_VISIBLE_DEVICES""] = '0, 1,2,3'",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
1148330040/TensorFlow-Torch,https://github.com/1148330040/TensorFlow-Torch,knowledge_distillation/kd-pkd/bert2tiny2.py,17,"os.environ[""CUDA_VISIBLE_DEVICES""]=""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
lianggyu/C3D-Action-Recognition,https://github.com/lianggyu/C3D-Action-Recognition,train_c3d.py,16,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
SCU-ChenYue/Semantic_segmentation_of_remote_sensing_images,https://github.com/SCU-ChenYue/Semantic_segmentation_of_remote_sensing_images,unet/unet_train.py,24,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
bayer-science-for-a-better-life/contrastive-reconstruction,https://github.com/bayer-science-for-a-better-life/contrastive-reconstruction,train.py,93,os.environ['CUDA_VISIBLE_DEVICES'] = args.gpu,Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
rogeroyer/2019-CCF-BDCI-Finance-Information-Negative-Judgment,https://github.com/rogeroyer/2019-CCF-BDCI-Finance-Information-Negative-Judgment,Entity_Model/model_zy/zy_robertawmmext.py,35,"os.environ[""CUDA_VISIBLE_DEVICES""] = ""0""   #指定gpu",Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
DaoD/ScriptWriter,https://github.com/DaoD/ScriptWriter,ScriptWriter-CPre.py,10,os.environ['CUDA_VISIBLE_DEVICES'] = '0',Library Path Mismatch: CUDA_VISIBLE_DEVICES is hardcoded. This forces a specific GPU device which may not exist on other machines breaking portability.
